CreatedAt,UserId,UserName,UserLocation,Protected,UserFollowers,UserFriends,Tweet
21-12-2020 13:43,48427670.0,RB,Denton,False,432,1297,b'RT @AllLeedsTV: MANCHESTER UNITED V LEEDS  - LIVE STREAM WATCHALONG #LUFC #MUFC #MUNLEE https://t.co/g1KlQCTNNx'
21-12-2020 13:43,1.1601e+18,Sk Legacy🇳🇬🇳🇬,"Jos, Nigeria",False,355,633,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:43,1251377978.0,D'marine,Nigeria,False,77,51,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:43,249285141.0,Cobby Iyzekream,"Accra,Ghana(West Africa)",False,57,195,b'RT @ManUnitedZone_: Danish University professor Andreas Beck Holm has reported the FA to @kickitout for cultural racism against Edinson Cav\xe2\x80\xa6'
21-12-2020 13:43,249205450.0,𝐍͟͟ 𝐇͟͟ ૐ-ᵐᶜᵐˣˣˣⁱᵛ,Birmingham,False,633,858,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:43,498801913.0,A,"Daura,Katsina and Kaduna",False,639,254,b'RT @ManUtd: \xf0\x9f\x93\x88 Confidence in the camp is high as we continue through the festive period! \xf0\x9f\x8e\x85\n\n#MUFC'
21-12-2020 13:42,1.02214e+18,Zul Faiz,,False,32,80,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1.27731e+18,Man United News an Updates,,False,1062,438,"b'Luis Campos has officially left Lille, amid reports of him being on a shortlist for Manchester United\xe2\x80\x99s first director of football. #MUFC'"
21-12-2020 13:42,1.23134e+18,DaveInex,,False,1174,1835,"b""RT @utdrobbo: No team has averaged more points per game in the Premier League than #mufc since Bruno Fernandes' debut with a record of 17W\xe2\x80\xa6"""
21-12-2020 13:42,1.00303e+18,Wole Wunnar Wolskjær,rent free in your head,False,210,893,"b""RT @utdreport: #mufc are interested in signing Independiente del Valle's Moises Caicedo in the January transfer window as part of a new rec\xe2\x80\xa6"""
21-12-2020 13:42,393833390.0,Akua,"Accra, Ghana",False,1324,1778,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1.34071e+18,Cuppy,,False,74,393,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,9.46136e+17,Perries 79,Manc/ The Dam / Bangkok .,False,348,844,b'RT @collectfootball: Shamrock Rovers v Manchester United 1957 European cup football programme what a day for the Irish @MUFCMemorabilia @Ut\xe2\x80\xa6'
21-12-2020 13:42,9.77128e+17,ghost 🇺🇬,where it is ..,False,1777,3864,b'RT @HarryMaguire93: Well that was fun ... \xf0\x9f\x94\xb4\xe2\x9e\x953\xef\xb8\x8f\xe2\x83\xa3 #MUFC https://t.co/X6kU8aYz93'
21-12-2020 13:42,1.26596e+18,#Mufc Mutuals !! #Cavani7 🔴🔴,,False,574,424,b'RT @21_shadyy: \xe2\x80\xa2 Scott McTominay. \xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbd\xef\xb8\x8f\xf0\x9f\x85\xb0\xef\xb8\x8f\n\xe2\x80\xa2 Bruno Fernandes. \xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbd\xef\xb8\x8f\xf0\x9f\x85\xb0\xef\xb8\x8f\n\xe2\x80\xa2 Anthony Martial. \xf0\x9f\x85\xb0\xef\xb8\x8f\xf0\x9f\x85\xb0\xef\xb8\x8f\n\xe2\x80\xa2 Victor Lindel\xc3\xb6f. \xe2\x9a\xbd\xef\xb8\x8f\n\xe2\x80\xa2 Daniel James. \xe2\x9a\xbd\xef\xb8\x8f\n\nLeeds\xe2\x80\xa6'
21-12-2020 13:42,1.25055e+18,NS,,False,89,246,b'RT @ManUnitedZone_: Danish University professor Andreas Beck Holm has reported the FA to @kickitout for cultural racism against Edinson Cav\xe2\x80\xa6'
21-12-2020 13:42,1.25375e+18,Paul Ugbede Godwin 💧,USA - Nigeria ,False,338,225,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1214835170.0,Dex,-Wherever's closest to you-,False,368,450,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:42,907656086.0,Mr_Money_In_The_Bank,Windhoek,False,689,723,"b'RT @ManUtd: Yep, we managed to fit all of that into just two minutes and 25 seconds \xf0\x9f\x8d\xbf\xf0\x9f\x98\x85\n\n\xf0\x9f\x94\xb4 #MUFC\n#\xef\xb8\x8f\xe2\x83\xa3 #MUNLEE\n\xf0\x9f\x8f\x86 #PL https://t.co/K46ULj6DFF'"
21-12-2020 13:42,519897693.0,Adamu🔴 Aleeyu 🔴Adamu🔴,Kano Nigeria,False,485,1090,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1828654184.0,Fagbemi Olusegun,"ilorin, Kwara state",False,222,465,"b'RT @mufcMPB: Ahead of the January transfer window, Manchester United want Jadon Sancho (Borussia Dortmund), Dayot Upamecano (RB Leipzig), D\xe2\x80\xa6'"
21-12-2020 13:42,498801913.0,A,"Daura,Katsina and Kaduna",False,639,254,"b'RT @UnitedsUpdate: It is the 7th time in 2 years of Solskjaer\xe2\x80\x99s management Manchester United have scored 5 or more goals in a game, compare\xe2\x80\xa6'"
21-12-2020 13:42,1.14244e+18,DC Paul Pogba ⚽🇬🇭,"Accra, Ghana",False,1110,1137,"b'RT @UnitedStandMUFC: #Mufc through 13 Premier League matches: \n\nLast season: 4W, 5D, 4L [17 points + 9th]\n\nThis season: 8W, 2D, 3L [26 poin\xe2\x80\xa6'"
21-12-2020 13:42,123898807.0,Cumulonimbus,,False,1904,1879,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,384010636.0,Noz,East London,False,201,195,b'RT @samuelluckhurst: United want to sign Ecuador international Moises Caicedo as part of a new recruitment drive. #mufc would want Caicedo\xe2\x80\xa6'
21-12-2020 13:42,3400987787.0,Devil's Advocate🐉,,False,4380,4026,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:42,1.26596e+18,#Mufc Mutuals !! #Cavani7 🔴🔴,,False,574,424,"b'RT @ManUnitedZone_: Roy Keane on Mctominay: ""I even like his haircut, I think his haircut has made him sharper."" #MUFC [Sky] https://t.co/i\xe2\x80\xa6'"
21-12-2020 13:42,1.00303e+18,Wole Wunnar Wolskjær,rent free in your head,False,210,893,b'RT @UTDPIC_: Luke Shaw \xf0\x9f\x92\xa5 // #MUFC #ManchesterUnited https://t.co/XYabX64Xhg'
21-12-2020 13:42,1043983884.0,Joshua Watson,"Melbourne, Victoria",False,150,757,b'RT @RedandBluePod: First Episode is Up!\nWe bring our launch episode discussing all things #MUFC and #CFC. We preview the previous games pla\xe2\x80\xa6'
21-12-2020 13:42,7.81928e+17,Viswajith K S,"Kerala, India",False,171,714,"b'RT @UtdWays: In 302 games under Moyes, Giggs, van Gaal, and Mourinho \xe2\x80\x94 #mufc scored 5+ goals in a game twice.\n\nIn 111 games under Solskj\xc3\xa6r,\xe2\x80\xa6'"
21-12-2020 13:42,8.45218e+17,WE SAY #ENDSWAT WITH ONE VOICE,"Lagos, Nigeria",False,197,262,b'RT @ManUtd: An early Christmas present for @MarcusRashford in recognition of his off-the-pitch work this year \xe2\x9d\xa4\xef\xb8\x8f\n\n#MUFC https://t.co/ERGJXr\xe2\x80\xa6'
21-12-2020 13:42,447784661.0,🌹,,False,866,368,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1.26596e+18,#Mufc Mutuals !! #Cavani7 🔴🔴,,False,574,424,"b'RT @ManUtd: Playing football is an art, and @B_Fernandes8 is Picasso \xf0\x9f\x8e\xa8\n\n\xf0\x9f\x94\xb4 #MUFC\n#\xef\xb8\x8f\xe2\x83\xa3 #MUNLEE\n\xf0\x9f\x8f\x86 #PL https://t.co/Th5Z7eZCi3'"
21-12-2020 13:42,1.12798e+18,Karan,,False,134,164,"b'RT @timlongsports: Critics often disrespect OGS with, \xe2\x80\x9cit\xe2\x80\x99s just because he has the better players\xe2\x80\x9d\n\nRemember under the previous manager wh\xe2\x80\xa6'"
21-12-2020 13:42,1.02755e+18,Mohammad Solehuddin,,False,18,791,b'RT @HarryMaguire93: Well that was fun ... \xf0\x9f\x94\xb4\xe2\x9e\x953\xef\xb8\x8f\xe2\x83\xa3 #MUFC https://t.co/X6kU8aYz93'
21-12-2020 13:42,1.33498e+18,Davee🏀,My Home,False,111,95,b'RT @ManUtd: We have four: Man of the Match \xf0\x9f\x8f\x85\n\nMassive shoutout to Scott for a \xf0\x9d\x90\xa1\xf0\x9d\x90\xae\xf0\x9d\x90\xa0\xf0\x9d\x90\x9e performance \xf0\x9f\x91\x8a\n\n\xf0\x9f\x94\xb4 #MUFC\n#\xef\xb8\x8f\xe2\x83\xa3 #MUNLEE\n\xf0\x9f\x8f\x86 #PL https://t.co/fB\xe2\x80\xa6'
21-12-2020 13:42,1.26596e+18,#Mufc Mutuals !! #Cavani7 🔴🔴,,False,574,424,b'RT @ManUtdCorner7: Bruno Fernandes vs Leeds:\n\n9 ball recoveries \n5 shots (two on target)\n3 chances created \n3 clearances \n2 tackles \n2 goal\xe2\x80\xa6'
21-12-2020 13:42,2942704132.0,Ryko,,False,5,1351,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:42,1.00303e+18,Wole Wunnar Wolskjær,rent free in your head,False,210,893,"b""RT @UtdOle: I've had enough of SHIT ESPN. This is clown channel.  @espnfc do you only hire clowns? #MUFC https://t.co/8jq0Wxo6Ry"""
21-12-2020 13:42,226994736.0,Ed The Red,"London, UK",False,10730,10169,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,4591412782.0,MsB_17,"Ekiti, Nigeria",False,322,254,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,2372422145.0,.,Durham,False,326,978,"b'RT @talkSPORT: \xe2\x9d\x8c ""I guarantee you #MUFC will win nothing.""\n\n\xf0\x9f\xa4\x94 ""If that is the case, is that good enough for Man United?""\n\n4\xe2\x83\xa3 ""He might get\xe2\x80\xa6'"
21-12-2020 13:42,9.51456e+17,Brandon R,Trinidad and Tobago,False,64,92,"b'RT @ManUnitedZone_: Roy Keane on Mctominay: ""I even like his haircut, I think his haircut has made him sharper."" #MUFC [Sky] https://t.co/i\xe2\x80\xa6'"
21-12-2020 13:42,1.0951e+18,SIR EBEN 🇬🇭👻,"Techiman, Ghana",False,3685,2581,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,7.24275e+17,Omo Iya Nurse 💉💊,"Ilorin, Kwara, Nigeria",False,2219,2182,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:42,1.28997e+18,ahmadou2601,,False,22,49,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,1.30076e+18,Allan yegon,,False,7,105,b'RT @HarryMaguire93: Well that was fun ... \xf0\x9f\x94\xb4\xe2\x9e\x953\xef\xb8\x8f\xe2\x83\xa3 #MUFC https://t.co/X6kU8aYz93'
21-12-2020 13:41,827230652.0,magical don : ),,False,721,452,"b""RT @Busby_UTD: I've been watching a few full matches from Moises Caicedo (linked with #MUFC) playing in the Copa Libertadores over the past\xe2\x80\xa6"""
21-12-2020 13:41,157239680.0,Saurabh,,False,348,647,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:41,1.33498e+18,Davee🏀,My Home,False,111,95,"b'RT @ManUtd: Yep, we managed to fit all of that into just two minutes and 25 seconds \xf0\x9f\x8d\xbf\xf0\x9f\x98\x85\n\n\xf0\x9f\x94\xb4 #MUFC\n#\xef\xb8\x8f\xe2\x83\xa3 #MUNLEE\n\xf0\x9f\x8f\x86 #PL https://t.co/K46ULj6DFF'"
21-12-2020 13:41,7.73415e+17,DaRk_AngeL,,False,115,511,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:41,8.27625e+17,Mugiwara 🇸🇳🙌🏾,Wano kuni,False,253,419,b'RT @_Nick: \xe2\x9c\x94\xef\xb8\x8f 6-2 win @ManUtd \n\xe2\x9c\x94\xef\xb8\x8f 6-1 win @ManUtdWomen\n\n\xf0\x9f\x94\xb4 #MUFC Super Sunday \xf0\x9f\x94\xb4 https://t.co/v6nY3BVgGw'
21-12-2020 13:41,1.26596e+18,#Mufc Mutuals !! #Cavani7 🔴🔴,,False,574,424,b'RT @ManUtd: Who else woke up with some serious #MondayMotivation this morning? \xf0\x9f\xa4\x9c\xf0\x9f\xa4\x9b\n\n#MUFC https://t.co/FhydYdpZvr'
21-12-2020 13:41,2359107560.0,grandymaureno999,,False,927,4967,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,700790740.0,Lawal Oladimeji M.,Global,False,339,1781,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,7.26736e+17,ShadowdaveFBL,,False,352,452,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,378929921.0,Tiu,Dreamville ,False,9901,9908,"b""RT @Sport_Witness: Mois\xc3\xa9s Caicedo | Manchester United set to have meeting over signing player \xe2\x80\x93 Which is quite fortunate, because it's his\xe2\x80\xa6"""
21-12-2020 13:41,167265871.0,rahasia burhan,Pojok Busana,False,229,568,"b""RT @UnitedRedscom: \xf0\x9f\x8e\x85\xf0\x9f\x8f\xbc\xf0\x9f\x9a\xaa #MUFC advent calendar. \n\n2\xe2\x83\xa31\xe2\x83\xa3 Diego Forlan. Never forget that moment he couldn't get his shirt back on after scoring\xe2\x80\xa6"""
21-12-2020 13:41,1.17443e+18,Nana Kwesi,"Accra, Ghana",False,1357,1317,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,332532123.0,Aj 🦁,Birmingham,False,387,533,"b'RT @talkSPORT: \xf0\x9f\x8f\x86 \xe2\x80\x9cI see a lot of people saying that Man Utd are in the title race.\xe2\x80\x9d\n\n\xf0\x9f\x91\x80 \xe2\x80\x9cIf that\xe2\x80\x99s the case, you have to put Aston Villa in\xe2\x80\xa6'"
21-12-2020 13:41,1.18686e+18,Wekesa,"Nairobi, Kenya",False,4685,4888,b'RT @awbissaka: Great team performance \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbe\xf0\x9f\x95\xb8 #AWB #MUFC https://t.co/AphVddMnlU'
21-12-2020 13:41,185944693.0,Micheal Gelo,Port Harcourt ,False,4134,4110,"b'RT @UnitedStandMUFC: Solskjaer on if Shaw and McTominay will miss Everton: \xe2\x80\x9cYeah, I think so. Luke has been ill for a few days and only pas\xe2\x80\xa6'"
21-12-2020 13:41,1.10194e+18,🅿️RYNSE🔱,Nungua-Accra ,False,1722,1495,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,9.19364e+17,Silas Zugwai James🔴,"Minna , Niger state. Nigeria",False,157,634,"b""RT @Busby_UTD: I've been watching a few full matches from Moises Caicedo (linked with #MUFC) playing in the Copa Libertadores over the past\xe2\x80\xa6"""
21-12-2020 13:41,1.03232e+18,DES.,,False,407,249,"b'RT @TelegraphDucker: On Bielsa\xe2\x80\x99s \xe2\x80\x98gameplan\xe2\x80\x99 at Old Trafford, which was almost as crackpot as a thrilling game, and how a coach everyone lov\xe2\x80\xa6'"
21-12-2020 13:41,1.11897e+18,cam,"Manchester, England",False,538,611,b'RT @mufcMPB: It is known that Mois\xc3\xa9s Caicedo is going to leave Independiente del Valle. Manchester United are winning the race to sign him.\xe2\x80\xa6'
21-12-2020 13:41,1.17765e+18,Shanthan,,False,35,156,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,449617779.0,Hachiman 〽️,Subang Jaya ,False,456,262,b'RT @StretfordPaddck: I reckon that Norwegian PE Teacher will have a full class this morning... \xf0\x9f\x91\x80 \n\n7 games unbeaten in the Premier League (\xe2\x80\xa6'
21-12-2020 13:41,4902268925.0,•ᴋɪɴɢ ᴊᴇʀᴇ👑👳🇳🇬,Earth🌍,False,1874,1866,b'RT @UnitedGoals__: Bruno goal vs Leeds (6-1) #mufc  https://t.co/qd0ZPVEk01'
21-12-2020 13:41,434506881.0,♪.Y.O.U.N.G.Y♪,Heaven,False,2837,295,"b'RT @ManUtd: \xf0\x9f\x8e\xb6 ""AS THE REDS GO MARCHING ON ON ON"" \xf0\x9f\x8e\xb6\r\r\xf0\x9f\x94\xb4 #MUFC\r#\xef\xb8\x8f\xe2\x83\xa3 #MUNLEE\r\xf0\x9f\x8f\x86 #PL https://t.co/6VupprMslS'"
21-12-2020 13:41,1.04218e+18,BG01🦂,,False,529,393,"b'RT @timlongsports: Critics often disrespect OGS with, \xe2\x80\x9cit\xe2\x80\x99s just because he has the better players\xe2\x80\x9d\n\nRemember under the previous manager wh\xe2\x80\xa6'"
21-12-2020 13:41,9.28574e+17,Bamzey,,False,105,280,"b'RT @ManUnitedZone_: Van Gaal: \xe2\x80\x9cYou could argue he [Ole] is using the qualities of his players, but at West Ham United they were outclassed\xe2\x80\xa6'"
21-12-2020 13:41,1182670304.0,Tarri_collins🇳🇬🇰🇪🇹🇷🇨🇦,"Istanbul, Turkey",False,349,312,b'RT @ManUtdMEN: Victor Lindelof explains what Solskjaer told Manchester United players before Leeds game #mufc https://t.co/XjcM0At8s2'
21-12-2020 13:41,869533333.0,Dimmy,"Lagos, Nigeria",False,2291,4228,"b""RT @utdreport: #mufc are interested in signing Independiente del Valle's Moises Caicedo in the January transfer window as part of a new rec\xe2\x80\xa6"""
21-12-2020 13:41,1.2705e+18,pira,,False,14,30,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:41,237937014.0,Catching Blessings,Parody,False,1371,447,"b'RT @UnitedStandMUFC: Solskjaer on if Shaw and McTominay will miss Everton: \xe2\x80\x9cYeah, I think so. Luke has been ill for a few days and only pas\xe2\x80\xa6'"
21-12-2020 13:41,1354541419.0,Jo,ॐ #43000 KajanG ॐ,False,331,194,b'RT @UnitedStandMUFC: This man was superb yesterday \xf0\x9f\x91\x8f #mufc https://t.co/raNpuv1OfV'
21-12-2020 13:41,1.33557e+18,UtdVain,,False,7,69,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:41,434506881.0,♪.Y.O.U.N.G.Y♪,Heaven,False,2837,295,"b""RT @ManUtd: The first time we've scored six or more in a #PL game since United 8 Arsenal 2 in 2011...\n\nAnd look who was there to enjoy it\xe2\x80\xa6"""
21-12-2020 13:41,1.26596e+18,#Mufc Mutuals !! #Cavani7 🔴🔴,,False,574,424,"b""RT @utdrobbo: No team has averaged more points per game in the Premier League than #mufc since Bruno Fernandes' debut with a record of 17W\xe2\x80\xa6"""
21-12-2020 13:41,7.82014e+17,𝐋𝐢𝐩𝐡𝐞𝐥𝐨 ,𝐂𝐚𝐩𝐞 𝐏𝐞𝐧𝐢𝐧𝐬𝐮𝐥𝐚,False,2457,2147,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,4550252293.0,Jacob Kalevski,,False,514,1635,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,1.13807e+18,AFOLAYAN,"Lagos, Nigeria",False,91,52,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,1.11897e+18,cam,"Manchester, England",False,538,611,b'RT @samuelluckhurst: United want to sign Ecuador international Moises Caicedo as part of a new recruitment drive. #mufc would want Caicedo\xe2\x80\xa6'
21-12-2020 13:41,9.61861e+17,GaRi_BaNd,"Хасавюрт, Россия",False,25,180,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,1466892229.0,Kafinsoli,"Katsina, Nigeria",False,1087,565,b'RT @ManUtd: A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
21-12-2020 13:41,1.14244e+18,DC Paul Pogba ⚽🇬🇭,"Accra, Ghana",False,1110,1137,b'RT @TheManUtdWay: #mufc had more sprints (75 more than previous total) and covered more distance (110.2km) in yesterday\xe2\x80\x99s game against Leed\xe2\x80\xa6'
21-12-2020 13:41,2809038050.0,Chanandler Bong,,False,93,187,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:41,157239680.0,Saurabh,,False,348,647,"b""RT @utdreport: #mufc are interested in signing Independiente del Valle's Moises Caicedo in the January transfer window as part of a new rec\xe2\x80\xa6"""
21-12-2020 13:41,1.14244e+18,DC Paul Pogba ⚽🇬🇭,"Accra, Ghana",False,1110,1137,b'RT @ManUtd: An early Christmas present for @MarcusRashford in recognition of his off-the-pitch work this year \xe2\x9d\xa4\xef\xb8\x8f\n\n#MUFC https://t.co/ERGJXr\xe2\x80\xa6'
21-12-2020 13:41,2493971737.0,Karan Manchanda,"Melbourne, Victoria",False,232,463,b'RT @samuelluckhurst: United want to sign Ecuador international Moises Caicedo as part of a new recruitment drive. #mufc would want Caicedo\xe2\x80\xa6'
21-12-2020 13:41,498801913.0,A,"Daura,Katsina and Kaduna",False,639,254,"b'RT @ManUtd: Jaw-droppingly good numbers, right @Daniel_James_97? \xf0\x9f\x98\x89\n\n#MUFC #PL https://t.co/ygZoojzOM7'"
21-12-2020 13:41,558797310.0,Manchester United,"Manchester, England",False,23993174,148,b'A chance to get your hands on a @McTominay10 United shirt? Yes please! \xf0\x9f\x98\x8a\n\n#MUFC #MUNLEE'
